property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type
flat,ansal api esencia,sector 67,1.0,6435.0,3.0,3.0,3,2  ,moderately old,1406.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,dron apartment,civil l,1.25,8802.0,3.0,3.0,2,3  ,old property,1578.0,0.0,0.0,0.0,0.0,0.0,1.0
flat,spaze privy at,sector 84,1.2,7453.0,2.0,2.0,3,3  ,relativelt new,1457.0,1.0,0.0,0.0,0.0,0.0,0.0
flat,signature global park,sohna,0.85,7863.0,3.0,2.0,2,4  ,new Property,1080.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,breez global hill view,sohna,0.35,5600.0,2.0,2.0,2,14  ,relativelt new,694.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,godrej oasis,sector 88a,1.15,9856.0,2.0,2.0,1,12  ,new Property,120.0,1.0,0.0,0.0,0.0,0.0,2.0
flat,sare crescent parc,sector 92,1.0,4778.0,4.0,4.0,3,9  ,undefined,2093.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,tarc maceo,sector 91,0.96,5413.0,2.0,2.0,3,8  ,moderately old,1271.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,dlf new town heights,sector 86,1.3,6735.0,3.0,3.0,3,12  ,moderately old,1747.0,0.0,1.0,0.0,1.0,0.0,2.0
flat,rose apartment,sector 28,3.0,10482.0,3.0,5.0,3,8  ,old property,2590.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,m3m soulitude,sector 89,1.3,8700.0,3.0,3.0,2,1  ,new Property,1179.0,0.0,0.0,0.0,0.0,1.0,2.0
flat,the rama apartment cghs,sector 43,2.5,10204.0,4.0,4.0,3,4  ,moderately old,2722.0,0.0,1.0,0.0,0.0,0.0,2.0
flat,emaar palm heights,sector 77,2.25,11250.0,3.0,3.0,3,22  ,new Property,1810.0,0.0,1.0,0.0,0.0,0.0,0.0
flat,bestech park view ananda,sector 81,1.45,8734.0,3.0,2.0,3,3  ,relativelt new,1352.0,0.0,0.0,0.0,0.0,1.0,2.0
flat,godrej aria,sector 79,1.45,9062.0,2.0,2.0,3,9  ,relativelt new,1494.0,1.0,0.0,0.0,0.0,0.0,2.0
flat,whiteland blissville,sector 76,1.9,11363.0,3.0,3.0,2,0,under construction,1513.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,gls avenue 51,sector 92,0.5,7812.0,3.0,3.0,1,12  ,new Property,711.0,0.0,0.0,0.0,0.0,0.0,1.0
flat,m3m the marina,sector 68,1.45,9615.0,3.0,2.0,3,9  ,new Property,1365.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,smart world gems,sector 89,1.05,9519.0,2.0,2.0,2,4  ,under construction,1103.0,1.0,0.0,0.0,0.0,1.0,2.0
flat,bptp freedom park life,sector 57,5.5,8982.0,5.0,6.0,3,19  ,moderately old,5010.0,0.0,1.0,0.0,1.0,0.0,0.0
flat,sidhartha ncr one,sector 95,0.56,4106.0,2.0,2.0,2,10  ,undefined,1364.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,sidhartha ncr one,sector 95,0.57,4179.0,2.0,2.0,2,10  ,undefined,1364.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,shyam apartment,"new colony, sector 7",0.66,5739.0,3.0,3.0,2,2  ,undefined,1150.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,ats triumph,sector 104,2.3,10000.0,3.0,4.0,3,15  ,new Property,2544.0,0.0,1.0,0.0,0.0,0.0,2.0
flat,shree vardhman victoria,sector 70,1.75,8205.0,3.0,5.0,3,7  ,new Property,1527.0,0.0,1.0,0.0,1.0,0.0,2.0
flat,emaar gurgaon greens,sector 102,1.6,9696.0,3.0,3.0,3,8  ,relativelt new,1315.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,emaar digihomes,sector 62,3.95,15262.0,3.0,3.0,3,33  ,new Property,2876.0,0.0,1.0,0.0,0.0,0.0,0.0
flat,apex our homes,sector 37c,0.38,4108.0,2.0,2.0,1,9  ,relativelt new,925.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,signature the roselia,sector 95a,0.41,6194.0,2.0,2.0,2,12  ,new Property,670.0,1.0,0.0,0.0,0.0,0.0,0.0
flat,sare crescent parc royal greens phase 1,sector 92,1.0,3713.0,4.0,4.0,3,15  ,new Property,1828.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,signature global the millennia 3,sector 37d,0.5,7142.0,3.0,3.0,2,2  ,under construction,778.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,sare crescent parc,sector 92,0.8,6033.0,3.0,2.0,2,3  ,relativelt new,1473.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,imperia the esfera,sector 37c,0.86,4886.0,3.0,3.0,2,0,new Property,1593.0,0.0,0.0,0.0,0.0,1.0,2.0
flat,ansal heights 86,sector 86,1.25,7396.0,3.0,2.0,1,2  ,new Property,1529.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,m3m golfestate,sector 65,5.9,17543.0,3.0,3.0,3,9  ,moderately old,3043.0,1.0,0.0,0.0,0.0,0.0,1.0
flat,raheja teachers apartments,sector 31,1.2,7272.0,3.0,2.0,2,1  ,moderately old,1450.0,0.0,0.0,0.0,0.0,1.0,1.0
flat,eldeco accolade,sohna,0.95,6554.0,2.0,2.0,3,8  ,under construction,1131.0,1.0,0.0,0.0,0.0,0.0,2.0
flat,emaar mgf the palm drive,sector 66,2.8,14358.0,3.0,3.0,2,12  ,new Property,1950.0,1.0,1.0,0.0,1.0,0.0,1.0
flat,gls arawali homes,sohna,0.28,4307.0,2.0,2.0,2,12  ,new Property,588.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,shapoorji pallonji joyville gurugram,sector 102,2.03,12000.0,3.0,3.0,2,1  ,new Property,1337.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,laxmi pareena,sector 99a,0.3,6666.0,2.0,1.0,No,12  ,undefined,500.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,the new crpf apartments,sector 9a,0.75,5813.0,3.0,3.0,3,6  ,old property,1433.0,0.0,0.0,0.0,1.0,0.0,2.0
flat,bptp astaire gardens,sector 70a,1.7,8947.0,4.0,3.0,3,1  ,relativelt new,2111.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,experion windchants,sector 112,3.1,20666.0,2.0,2.0,3,9  ,relativelt new,1500.0,1.0,1.0,1.0,0.0,0.0,0.0
flat,pivotal riddhi siddhi,sector 99,0.4,4444.0,2.0,2.0,2,9  ,new Property,733.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,godrej habitat,sector 3,1.3,9002.0,2.0,2.0,2,6  ,under construction,1604.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,gls arawali homes,sohna,0.26,4513.0,2.0,2.0,2,5  ,new Property,640.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,mvn athens,sohna,0.24,4210.0,2.0,2.0,1,12  ,relativelt new,516.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,shree vardhman mantra,sector 67,0.56,7000.0,2.0,2.0,1,8  ,new Property,889.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,raheja atlantis,sector 31,5.5,18688.0,4.0,5.0,3,1  ,relativelt new,2663.0,1.0,1.0,0.0,1.0,0.0,2.0
flat,dlf new town heights,sector 91,1.8,7679.0,4.0,4.0,3,6  ,moderately old,2604.0,0.0,1.0,0.0,1.0,0.0,2.0
flat,dlf the skycourt,sector 86,1.6,8294.0,3.0,3.0,1,14  ,relativelt new,1746.0,0.0,0.0,0.0,1.0,0.0,2.0
flat,tashee capital gateway,sector 111,0.96,6500.0,2.0,2.0,1,4  ,under construction,1338.0,1.0,0.0,0.0,0.0,0.0,2.0
flat,raheja atharva,sector 109,0.79,7931.0,3.0,2.0,2,3  ,relativelt new,1213.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,builder floor,lajpat nagar,0.6,6000.0,3.0,2.0,1,3  ,new Property,950.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,breez global heights,sohna,0.42,6420.0,2.0,2.0,2,2  ,new Property,564.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,adani brahma samsara vilasa,sector 63,3.35,16470.0,3.0,3.0,3,3  ,new Property,2034.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,central park 2 bellevue,sector 48,5.0,11627.0,3.0,4.0,3,14  ,moderately old,4778.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,tulip orange,sector 70,1.0,10309.0,3.0,2.0,2,3  ,moderately old,1078.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,central park 2 bellevue,sector 48,2.75,10754.0,3.0,4.0,3,3  ,moderately old,2574.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,sobha city,sector 108,2.4,17378.0,2.0,2.0,2,14  ,new Property,1250.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,birla navya,sector 63a,3.15,14632.0,3.0,3.0,3,4  ,under construction,2153.0,0.0,0.0,0.0,0.0,1.0,2.0
flat,ashiana mulberry,sohna,0.95,6485.0,2.0,2.0,3,3  ,new Property,1175.97,1.0,0.0,0.0,0.0,0.0,2.0
flat,godrej nature plus,sector-33 sohna,1.4,15124.0,3.0,2.0,3,20  ,new Property,113.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,central park flower valley,sector-33 sohna,2.15,13522.0,3.0,3.0,3,1  ,new Property,1439.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,tarc maceo,sector 91,1.8,7758.0,3.0,3.0,3,0,relativelt new,2578.0,0.0,0.0,0.0,1.0,0.0,1.0
flat,pareena laxmi apartments,sector 99a,0.31,5904.0,2.0,2.0,2,6  ,new Property,583.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,signature global city 37d ph 2,sector 37d,1.07,8237.0,3.0,3.0,2,2  ,under construction,1450.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,raheja vedaanta,sector 108,0.7,4651.0,2.0,2.0,2,12  ,undefined,1505.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,eldeco accolade,sohna,1.1,7549.0,3.0,2.0,3,13  ,relativelt new,1319.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,woodstock floors,nirvana country,1.05,10627.0,2.0,2.0,2,2  ,moderately old,1098.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,mvn athens,sohna,0.25,3671.0,2.0,2.0,1,11  ,relativelt new,681.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,adani aangan galleria,sector 89 a,0.42,4941.0,2.0,2.0,2,3  ,relativelt new,769.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,birla navya,sector 63a,2.1,16666.0,2.0,2.0,2,2  ,under construction,1400.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,ramsons kshitij,sector 95,0.19,591.0,1.0,1.0,1,14  ,relativelt new,3569.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,the arzoo cghs,sector 51,2.1,9130.0,4.0,4.0,3,1  ,relativelt new,2300.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,sare crescent parc,sector 92,1.44,7068.0,4.0,4.0,3,8  ,relativelt new,2267.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,sare crescent parc,sector 92,0.71,4933.0,3.0,3.0,2,6  ,relativelt new,1596.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,breez global heights,sohna,0.21,5329.0,1.0,1.0,1,2  ,relativelt new,438.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,shapoorji pallonji joyville gurugram,sector 102,2.5,14000.0,3.0,3.0,3,15  ,under construction,1653.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,signature the roselia,sector 95a,0.41,7293.0,2.0,2.0,2,12  ,new Property,670.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,sare homes,sector 92,0.56,4729.0,3.0,1.0,3,1  ,moderately old,1316.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,hcbs sports ville,sector 2,0.35,4375.0,2.0,2.0,2,8  ,relativelt new,800.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,hsiidc sidco aravali,sector 1 imt manesar,0.9,3477.0,3.0,3.0,3,2  ,old property,1900.0,0.0,1.0,0.0,0.0,0.0,1.0
flat,bestech park view ananda,sector 81,1.35,7541.0,3.0,3.0,3,8  ,old property,1989.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,smartworld one dxp,sector 113,2.0,11074.0,3.0,3.0,3,12  ,undefined,1806.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,tulip lemon,sector 69,0.6,11407.0,2.0,1.0,1,11  ,undefined,584.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,raheja vedaanta,sector 108,1.0,4854.0,2.0,2.0,2,0,undefined,2060.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,sare crescent parc,sector 92,0.87,4971.0,4.0,4.0,2,2  ,moderately old,1584.0,0.0,0.0,1.0,0.0,0.0,1.0
flat,paras irene,sector 70a,1.3,9219.0,2.0,2.0,3,19  ,moderately old,1426.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,signature the roselia,sector 95a,0.48,7164.0,2.0,2.0,2,6  ,relativelt new,744.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,m3m woodshire,sector 107,0.94,6881.0,2.0,2.0,3,1  ,moderately old,1236.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,unitech sunbreeze,sector 69,0.75,6849.0,2.0,2.0,2,4  ,under construction,991.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,signature andour heights,sector 71,0.65,10172.0,2.0,2.0,1,10  ,relativelt new,590.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,central park flower valley aqua front towers,sector-33 sohna,1.7,9449.0,3.0,3.0,3,5  ,new Property,1697.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,rwa,sector 7,0.48,6000.0,3.0,2.0,1,1  ,new Property,889.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,radhakrishna society,sector 23a,0.55,5000.0,2.0,2.0,1,1  ,moderately old,995.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,aipl joy square,sector 63a,0.7,10101.0,1.0,1.0,No,7  ,undefined,693.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,signature global city 63a,sector 63a,1.55,14783.0,2.0,2.0,2,2  ,under construction,1167.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,housing board colony,sector 51,0.3,7317.0,1.0,1.0,2,0,old property,459.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,vatika gurgaon,sector 83,0.87,6987.0,2.0,2.0,2,3  ,moderately old,1127.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,today callidora,sector 73,1.0,7692.0,2.0,2.0,2,13  ,new Property,1444.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,ireo the corridors,sector 67a,1.3,10031.0,2.0,2.0,2,-1,undefined,1296.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,dlf 76,new,4.0,11428.0,4.0,4.0,2,4  ,under construction,3889.0,1.0,1.0,0.0,0.0,0.0,0.0
flat,ats marigold,sector 89 a,1.85,8604.0,3.0,3.0,3,12  ,new Property,1946.0,0.0,1.0,0.0,0.0,0.0,2.0
flat,shree vardhman victoria,sector 70,1.75,8974.0,3.0,5.0,No,0,undefined,1950.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,parsvnath exotica,sector 53,4.8,14680.0,3.0,4.0,3,12  ,new Property,2895.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,godrej nature plus,sector-33 sohna,1.3,8349.0,3.0,2.0,3,18  ,new Property,1409.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,imperia the esfera,sector 37c,0.9,6272.0,3.0,3.0,3,9  ,undefined,1435.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,dlf icon,dlf phase 5,5.8,20707.0,4.0,4.0,3,18  ,undefined,2801.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,aipl zen residences,sector 70a,1.4,11094.0,2.0,2.0,2,16  ,undefined,1262.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,chd avenue,sector 71,0.95,7917.0,2.0,2.0,No,5  ,undefined,1200.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,godrej nature plus,sector-33 sohna,1.35,8670.0,3.0,2.0,3,17  ,new Property,1409.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,ansal heights 86,sector 86,0.95,5621.0,3.0,2.0,1,6  ,new Property,1878.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,shree vardhman flora,sector 90,0.7,4615.0,2.0,2.0,3,9  ,new Property,1224.0,1.0,0.0,0.0,0.0,1.0,2.0
flat,experion the heartsong,sector 108,3.0,18392.0,4.0,5.0,3,2  ,relativelt new,2204.25,0.0,1.0,0.0,0.0,0.0,1.0
flat,hcbs sports ville,sohna,0.2,4219.0,1.0,1.0,1,3  ,new Property,473.99,0.0,0.0,0.0,0.0,0.0,2.0
flat,sare crescent parc,sector 92,0.5,5000.0,2.0,2.0,3,2  ,moderately old,905.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,m3m capital,sector 113,2.0,12012.0,3.0,3.0,2,24  ,under construction,1507.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,ats marigold,sector 89 a,1.7,9714.0,3.0,3.0,3,8  ,under construction,1944.0,1.0,0.0,0.0,0.0,0.0,2.0
flat,avl 36 gurgaon,sector 36a,0.65,8953.0,2.0,2.0,2,7  ,relativelt new,657.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,dlf the arbour,sector 63,7.52,19000.0,4.0,4.0,3,15  ,undefined,3956.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,m3m capital,sector 113,2.87,12489.0,4.0,4.0,3,3  ,under construction,2553.0,0.0,1.0,0.0,0.0,0.0,2.0
flat,godrej nature plus,sector-33 sohna,1.2,14379.0,2.0,2.0,3,1  ,new Property,86.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,tulip lemon,sector 69,0.6,10000.0,2.0,1.0,1,12  ,relativelt new,667.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,shree vardhman victoria,sector 70,1.8,9230.0,3.0,5.0,3,0,new Property,2167.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,signature global synera,sector 81,0.48,8026.0,2.0,2.0,1,14  ,relativelt new,547.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,sahara grace,chakkarpur,4.3,12420.0,3.0,4.0,3,5  ,old property,3133.0,0.0,1.0,1.0,0.0,0.0,2.0
flat,smart world gems,sector 89,0.9,8159.0,2.0,2.0,2,3  ,new Property,998.0,1.0,0.0,0.0,0.0,1.0,2.0
flat,aipl peaceful homes,sector 70a,2.75,12791.0,3.0,3.0,3,14  ,undefined,2150.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,bptp astaire gardens,sector 70a,1.2,7058.0,3.0,3.0,3,2  ,relativelt new,1450.0,0.0,0.0,0.0,0.0,0.0,1.0
flat,viridian the plaza 106,sector 106,0.46,6571.0,1.0,1.0,1,18  ,new Property,778.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,signature global city,sector 37d,1.1,8494.0,3.0,3.0,2,2  ,under construction,1439.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,pareena mi casa,sector 68,1.15,9236.0,2.0,2.0,3,8  ,new Property,1127.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,huda housing board society,sector 52,0.45,9745.0,1.0,1.0,No,0,moderately old,513.0,0.0,0.0,0.0,1.0,0.0,0.0
flat,signature the serenas,sohna,0.45,8474.0,2.0,2.0,1,10  ,new Property,590.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,signature global orchard avenue,sector 93,0.4,5479.0,2.0,2.0,No,0,undefined,730.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,trisara our homes 3,sohna,0.4,4478.0,2.0,2.0,2,1  ,undefined,900.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,m3m heights,sector 65,2.25,13608.0,2.0,2.0,3,5  ,under construction,1592.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,adani brahma samsara vilasa,sector 63,3.4,10000.0,3.0,3.0,3,1  ,new Property,3077.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,vatika independent floors,sector 82,1.45,8056.0,4.0,3.0,No,1  ,undefined,1800.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,tulip violet,sector 69,1.2,10909.0,2.0,3.0,No,0,undefined,1100.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,m3m heights,sector 65,1.9,15000.0,2.0,2.0,3,4  ,under construction,1141.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,godrej icon,sector 88a,1.65,9041.0,3.0,3.0,3,12  ,new Property,1652.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,m3m skywalk,sector 74,2.7,13379.0,3.0,3.0,3,13  ,new Property,2018.0,0.0,0.0,1.0,0.0,0.0,2.0
flat,signature global park,sohna,0.54,6388.0,2.0,2.0,3,4  ,new Property,676.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,hcbs sports ville,sohna,0.22,3142.0,1.0,1.0,1,1  ,new Property,778.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,gls arawali homes,sohna,0.29,6035.0,2.0,2.0,2,9  ,relativelt new,534.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,global hill view,sector 11,0.33,4271.0,2.0,2.0,No,11  ,undefined,761.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,zara aavaas,sector 104,0.2,6645.0,1.0,1.0,1,3  ,undefined,301.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,chintamani,sector 103,1.57,8509.0,3.0,3.0,3,1  ,undefined,1845.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,signature global city,sector 37d,0.8,8421.0,2.0,2.0,2,2  ,under construction,860.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,signature global city 37d ph 2,sector 37d,1.35,9375.0,3.0,3.0,3,3  ,under construction,1600.0,0.0,0.0,0.0,1.0,0.0,2.0
flat,tulip violet,sector 69,2.0,10167.0,4.0,4.0,1,12  ,relativelt new,2186.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,signature global park,sohna,0.87,7190.0,3.0,2.0,3,4  ,undefined,1210.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,eldeco accolade,sohna,0.78,6170.0,2.0,2.0,2,3  ,relativelt new,1144.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,chd avenue,sector 71,0.95,7929.0,2.0,2.0,2,5  ,moderately old,1084.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,raheja navodaya,sector 92,1.1,4681.0,3.0,2.0,3,0,undefined,2350.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,birla navya,sector 63a,3.3,15348.0,3.0,3.0,3,4  ,under construction,2150.0,0.0,1.0,0.0,0.0,0.0,2.0
flat,housing board colony,sector 51,0.3,4630.0,1.0,1.0,No,0,moderately old,80.0,1.0,0.0,0.0,0.0,0.0,2.0
flat,central park flower valley aqua front towers,sector-33 sohna,2.96,13870.0,4.0,4.0,3,1  ,new Property,2371.0,0.0,1.0,0.0,0.0,0.0,0.0
flat,sare green parc phase 3,sector 92,0.79,6086.0,3.0,2.0,2,15  ,new Property,1175.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,sare crescent parc royal greens phase 1,sector 92,0.79,6086.0,3.0,2.0,2,15  ,new Property,1175.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,godrej nature plus,sector-33 sohna,1.7,12592.0,3.0,3.0,3,6  ,new Property,1500.0,0.0,1.0,0.0,0.0,0.0,2.0
flat,godrej oasis,sector 88a,1.4,7567.0,3.0,3.0,3,4  ,relativelt new,1674.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,sare homes,sector 92,0.58,4098.0,3.0,3.0,3,3  ,new Property,1281.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,aqua front towers,sector 32,2.5,11715.0,3.0,4.0,3,1  ,undefined,2134.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,bestech altura,sector 79,2.55,9532.0,4.0,5.0,2,4  ,new Property,2675.0,0.0,1.0,0.0,0.0,0.0,2.0
flat,hero homes,sector 104,1.9,11249.0,3.0,3.0,3,16  ,under construction,1365.0,0.0,0.0,0.0,1.0,0.0,0.0
flat,m3m sierra 68,sector 68,1.25,10245.0,2.0,2.0,3,4  ,new Property,938.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,indiabulls centrum park,sector 103,1.65,8250.0,3.0,3.0,3,15  ,relativelt new,1683.0,1.0,0.0,0.0,0.0,0.0,2.0
flat,sare green parc 2,sector 92,0.75,4745.0,3.0,3.0,3,2  ,relativelt new,1415.0,0.0,0.0,0.0,0.0,1.0,0.0
flat,dlf express greens,sector 1a imt manesar,1.6,6808.0,4.0,6.0,3,4  ,relativelt new,2611.0,1.0,1.0,0.0,1.0,0.0,2.0
flat,m3m woodshire,sector 107,1.15,7496.0,2.0,2.0,3,0,relativelt new,1281.0,1.0,0.0,0.0,0.0,0.0,2.0
flat,hero homes,sector 104,1.4,15826.0,3.0,2.0,2,4  ,under construction,1120.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,vipul lavanya,sector 81,1.28,7174.0,3.0,3.0,3,1  ,moderately old,1982.0,0.0,1.0,0.0,1.0,0.0,0.0
flat,signature global park,sohna,0.75,6938.0,3.0,2.0,3,4  ,new Property,1201.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,suncity vatsal valley,gwal pahari,1.0,13340.0,2.0,2.0,2,3  ,new Property,833.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,signature global superbia,sector 95,0.4,6728.0,2.0,2.0,3,2  ,under construction,661.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,shree vardhman victoria,sector 70,1.75,8974.0,3.0,4.0,2,16  ,relativelt new,1950.0,0.0,1.0,0.0,1.0,0.0,2.0
flat,m3m heights,sector 65,2.1,16653.0,2.0,2.0,3,8  ,new Property,1015.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,smart world orchard,sector 61,2.5,16139.0,3.0,3.0,1,1  ,undefined,1549.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,karmyogi apartment,sector 10a,2.3,6467.0,6.0,4.0,2,6  ,moderately old,3951.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,emaar palm gardens,sector 83,1.8,9474.0,3.0,4.0,No,9  ,undefined,1900.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,smart world orchard,sector 61,2.0,12911.0,3.0,3.0,2,3  ,new Property,1721.0,0.0,0.0,0.0,0.0,1.0,2.0
flat,supertech araville,sector 79,1.0,6535.0,2.0,2.0,3,4  ,relativelt new,1700.0,1.0,0.0,0.0,0.0,0.0,2.0
flat,orris aster court,sector 85,0.9,5671.0,3.0,3.0,3,8  ,relativelt new,1436.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,dlf beverly park,dlf phase 2,8.0,15384.0,5.0,5.0,3,2  ,old property,5778.0,1.0,1.0,0.0,1.0,1.0,1.0
flat,aipl club residences,sector 70a,0.95,10215.0,2.0,2.0,1,11  ,new Property,930.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,surya vihar rwa,surya vihar,1.3,6500.0,5.0,5.0,2,2  ,old property,2400.0,1.0,1.0,1.0,0.0,0.0,0.0
flat,floor type society,near pataudi chowk,0.4,6666.0,2.0,2.0,1,1  ,relativelt new,667.0,0.0,0.0,0.0,0.0,0.0,2.0
flat,m3m golf hills,sector 79,1.45,10211.0,2.0,2.0,3,15  ,under construction,1578.0,0.0,0.0,0.0,0.0,0.0,2.0
